Movie Name,Storyline,Rating,Voting Count,Image URL,Duration,Year
A Desert,"A photographer's road trip takes a dark turn when he befriends a reckless couple, plunging him into a nightmarish neo-noir spiral of unpredictable horror.",5.6, (1.2K,"https://m.media-amazon.com/images/M/MV5BOGY3NTI1ZjQtZjJmZC00NDYwLWFhYjQtOGYyNmMzZTk0MWQ2XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 43m,2024
Tina,"A woman, grieving her daughter's death in the Christchurch quakes, becomes a substitute teacher at an elite school. Unexpectedly, she discovers students lacking guidance and care, prompting her to provide inspiration and support.",7.9, (1.4K,"https://m.media-amazon.com/images/M/MV5BM2E0NmEzYzktNTYyNC00Mjg3LTgxNmQtYzhkODg1MmQyMmVhXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h 4m,2024
The Trainer,"Follows Jack, a fitness expert living with his mother in Los Angeles, who takes a maniacal swing at fame and fortune pursuing his version of the American dream.",5.6, (107,"https://m.media-amazon.com/images/M/MV5BMzJkMTYwODItZWU5Ni00ZTgwLWI0OTYtZGU5YWM3NDdlNjcyXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 35m,2024
Spellbound,"Ellian is a tenacious princess who must go on a daring quest to save her family and kingdom after a mysterious spell transforms her parents, the King and Queen of Lumbria, into monsters.",5.5, (8.8K,"https://m.media-amazon.com/images/M/MV5BYTU4NWFlMjEtZGFhMi00NzkxLWJkODQtOWExNDQ2NGVjM2RjXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 49m,2024
Elyas,A former Special Forces soldier who has become solitary and paranoid since serving Afghanistan and recruited to provide the security for Amina and her daughter Nour.,6.1, (2.1K,"https://m.media-amazon.com/images/M/MV5BNmI1MTBjMDItZGI4Ni00ZjYxLThlNzMtNDE4MThiYjY2MGIzXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 45m,2024
Sheepdog,"A decorated combat veteran is court-ordered into treatment when an ex-convict shows up on his doorstep, forcing him to confront his past and begin an unexpected journey toward post-traumatic growth.",6.5, (140,"https://m.media-amazon.com/images/M/MV5BMjU2YzVhOTktNjgzYS00YjNiLTg4ZGItMDI1NTJiZmQwMTBhXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",2h 2m,2024
Mr. K,"After spending the night in a remote hotel, Mr. K is stuck in a claustrophobic nightmare when he discovers that he can't leave the building.",5.4, (2K,"https://m.media-amazon.com/images/M/MV5BMmE4ZWY3MDAtNmFmYS00YmRkLWJmNjQtMmQ5MDk0ZmIyOGY5XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 34m,2024
Milk & Serial,A surprise birthday prank takes a turn for the worse when a popular social media duo must face the reality of the terrifying aftermath.,6.6, (3.3K,"https://m.media-amazon.com/images/M/MV5BMmVhMDQyNWItMmEzOC00MTI2LThiZmItZjgxZWEwMjk5MDQyXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 2m,2024
Cabrini,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare for hundreds of orphaned children.",7.3, (9.9K,"https://m.media-amazon.com/images/M/MV5BNzMxZjNjNWQtZTFlMS00OTUzLWFhMjgtNmRlNzZjNjFjYzY5XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 22m,2024
Millers in Marriage,"A tale of three middle-aged married couples coming to grips with universal questions about marriage and fidelity, professional success and failure, and the challenge of finding a second act.",5.4, (843,"https://m.media-amazon.com/images/M/MV5BNWViZGY3OTMtZjU5Ny00YTFkLTljYjYtYTI3NDY4YzI4NWVlXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 57m,2024
The Kingdom,"Lesia, a teenager, is taken by a man to a villa where her fugitive father and his men are hiding. A war erupts, leading to death and a chase where father and daughter bond.",7.0, (1.9K,"https://m.media-amazon.com/images/M/MV5BYzkxMTBjNTYtMjIyNy00OTU0LWFmYzMtOTk0MmY3NDkxYmI2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 52m,2024
Dear Santa,"When a young boy mails his Christmas wish list to Santa with one crucial spelling error, a devilish Jack Black arrives to wreak havoc on the holidays.",5.4, (22K,"https://m.media-amazon.com/images/M/MV5BMDNjMzcxNTEtODRjYi00MGQ4LWE3YjAtNjllYzE1OThmZmRhXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",1h 47m,2024
Kangaroo Island,"A struggling Hollywood actress returns home to Kangaroo Island, confronting the love triangle that tore her family apart.",6.5, (538,"https://m.media-amazon.com/images/M/MV5BZTgyYTgyMzUtOTBhOC00MGExLTg4MWEtMzYyMzMzMzgwYmJmXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 53m,2024
Chime,A school teacher is woken by a sound that fills him with dread.,6.4, (3.5K,"https://m.media-amazon.com/images/M/MV5BNGI5NjdmODItZWNmZC00YTkwLWIzNmMtNmNkNTY4YzI2YmZhXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",45m,2024
Sooryavansham,N/A,7.1, (456,"https://m.media-amazon.com/images/M/MV5BOGM5YTI3NmEtNTI1OC00MmQzLWI2MGEtM2VmNTVhOWQ4MGVjXkEyXkFqcGc@._V1_QL75_UY133_CR12,0,90,133_.jpg",2h 17m,2024
Year 10,"Following a catastrophic event that has destroyed civilization, a young man must confront a group of cannibals who have murdered his father and stolen the medicine keeping his girlfriend alive.",5.4, (3K,"https://m.media-amazon.com/images/M/MV5BMmJjMjVhMDctY2Q2My00MzVlLTkyYzItNzlhODI4M2E5M2EwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 36m,2024
My Undesirable Friends: Part I - Last Air in Moscow,"Julia Loktev documents independent journalists in Moscow facing government crackdown as Russia invades Ukraine, capturing their fight for speech amid risks of being branded ""foreign agents"" and the country's drift towards authoritarianism.",7.9, (135,"https://m.media-amazon.com/images/M/MV5BYTRmN2NmZTctMTgwNS00YzlmLTgyMTYtZmUyYjM5NWM4NWUyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",5h 24m,2024
Lilies Not for Me,"A gay novelist and his psychiatric nurse bond over a series of ""dates"" prescribed to ""cure"" his homosexuality. He tells her how his previous relationship degenerated when his partner tried a risky procedure to become heterosexual.",7.1, (1.6K,"https://m.media-amazon.com/images/M/MV5BNTg5Njc2ZjUtN2QwOC00MjdiLWJjYmQtYTc0MDg3OGE4Y2ExXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 39m,2024
Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",5.7, (9.9K,"https://m.media-amazon.com/images/M/MV5BMzM0MmUyNDgtZmYwNi00ZGI2LWJhNjYtMDQzMzhjOTcyNjdhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 30m,2024
Addition,"A woman counts everything because numbers hold her world together, but when a chance encounter with a man turns her world upside down, her meticulously ordered life starts to unravel.",7.5, (106,"https://m.media-amazon.com/images/M/MV5BOTg0YzQ5ZTEtNzdmOC00NzI4LWI3NzctOWQ5NjQxNjViN2ZlXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 31m,2024
Waltzing with Brando,"Marlon Brando pulls idealistic Los Angeles architect Bernard Judge from his ordinary life and persuades him to design the world's first ecologically perfect retreat on a tiny, inhospitable Tahitian island.",5.9, (1.1K,"https://m.media-amazon.com/images/M/MV5BY2U5ZTgyZTYtZDdmYS00YjZhLWEwODItNzZkZWMxN2UzMzE4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 44m,2024
Lost on a Mountain in Maine,"A 12-year-old boy, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine.",6.1, (2.7K,"https://m.media-amazon.com/images/M/MV5BN2VkMmNmYWYtNmMxMC00ZDU3LTk3MjQtNGQ0YTAzYTA4MTZmXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 38m,2024
Pushpa: The Rule - Part 2,"A smuggling kingpin faces off against a vengeful rival while manipulating politics, making big deals, and navigating tense confrontations. A public apology leads to a dramatic showdown, ending with challenge.",6.1, (66K,"https://m.media-amazon.com/images/M/MV5BNDM3N2UzM2UtMjEwMC00NGUzLThmMmQtNGMyM2VmMDA0ZWEwXkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg",3h 21m,2024
Dìdi,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom.",7.3, (16K,"https://m.media-amazon.com/images/M/MV5BZTJjOGIyNmUtYTdkZS00ZTU4LTlkNmEtNDc0YmIwMmQwYjRjXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 33m,2024
Eephus,"Grown men's recreational baseball game stretches to extra innings on their beloved field's final day before demolition. Humor and nostalgia intertwine as daylight fades, signaling an era's end.",6.7, (2.2K,"https://m.media-amazon.com/images/M/MV5BZjdkNjQ3ODctMmM4ZS00NDM3LTg2ZWYtZTIwNDZhZTMyOTFlXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 39m,2024
Winner,Winner is a brilliant young misfit from Texas who finds her morals challenged while serving in the U.S. Air Force and working as an NSA contractor.,6.5, (3.3K,"https://m.media-amazon.com/images/M/MV5BZGY1NTZhMDUtMzJhNi00ZWZiLWJkZDMtNmVlMmM2ZTdjYzg1XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",1h 43m,2024
Goodrich,"Andy Goodrich's life is upended when his wife enters a rehab program, leaving him on his own with their young kids. Goodrich leans on Grace, his daughter from his first marriage, as he ultimately evolves into the father she never had.",6.3, (7.6K,"https://m.media-amazon.com/images/M/MV5BMWVkNDNmYjEtNDZiYS00NjcyLWJiMWYtZTc2Y2FhMzc4NTE0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 50m,2024
On Falling,"The story focuses on Aurora, a Portuguese worker in a Scottish warehouse, navigating loneliness and alienation in an algorithm-driven gig economy as she seeks meaning and connection amidst solitude and workplace confines.",7.0, (1.8K,"https://m.media-amazon.com/images/M/MV5BMWE3Nzk0ZjUtYWRkMy00ZmI2LTkxMzktNTAwMDhkMjg3MzEwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 44m,2024
Touch,"A romantic and thrilling story that spans several decades and continents; Touch follows one man's emotional journey to find his first love who disappeared 50 years ago, before his time runs out.",7.4, (7K,"https://m.media-amazon.com/images/M/MV5BYzMyOTg3ODAtMWEzNy00ZTE0LWI1Y2MtYzAwY2UwMWRjOTkxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 1m,2024
Messy,"Follows the life of brutally self-aware, promiscuous, love addict Stella Fox, who moves to New York after a devastating breakup, and all her disappointing romantic dalliances over the course of a summer.",5.1, (345,"https://m.media-amazon.com/images/M/MV5BMjZkOTI2OTMtMWY2ZC00ZDRhLWEwNGItNWNkYzUwMzA0MGI4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 30m,2024
KA,"In a village where the sun sinks below the horizon by 3 PM, darkness creeps in early, bringing with it a chilling wave of inexplicable horrors.",7.1, (2K,"https://m.media-amazon.com/images/M/MV5BMGZiNDVjZDctOThiNS00ODcyLTk1MWEtYmJiYzlkNzNiNmI0XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 31m,2024
Stree 2: Sarkate Ka Aatank,"After the events of Stree, the town of Chanderi is being haunted again. This time, women are mysteriously abducted by a terrifying headless entity. Once again, it's up to Vicky and his friends to save their town and loved ones.",6.9, (46K,"https://m.media-amazon.com/images/M/MV5BMTA1NmUxYzItZmVmNy00YmQxLTk4Y2UtZjVkMWUwMWQ5N2IxXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 27m,2024
Lick,"Evelyn wakes up in Vegas married to rock star David after blacking out on her 21st birthday. Thrust into his fame, she questions if she can handle his lifestyle as they navigate if their marriage is real or a mistake.",6.1, (1.3K,"https://m.media-amazon.com/images/M/MV5BYmRhODFhYzYtYmUyMC00NWJmLWIxOTAtNTIyMWQ4Y2Q0Zjk2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 15m,2024
Bookworm,"11-year-old Mildred's world is turned upside down when her estranged father, the washed-up magician Strawn Wise, comes to look after her and agrees to take her camping to find a mythological beast known as the Canterbury Panther.",6.0, (2.7K,"https://m.media-amazon.com/images/M/MV5BZTJlMmU5NjQtN2EwZC00ZDYyLTkzY2YtMGY1MTM0OTM1ZDQ5XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 43m,2024
Bushido,"Kakunoshin Yanagida was a samurai, forced to leave the Han due to a false accusation. He then lived in poverty with his daughter Kinu.",6.8, (690,"https://m.media-amazon.com/images/M/MV5BM2E5YjRmNzUtYjZlNS00M2FkLTk2ODctODVjNjMxMDRhYjcwXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h 9m,2024
In the Fire of War,"Set in New Zealand in 1864, follows the story of a crucial conflict of the nation's first land warfare, fought between Maori and colonial soldiers against insurmountable odds.",6.4, (419,"https://m.media-amazon.com/images/M/MV5BYjgyNzBjMjItYjAxOS00ZDI0LWIzMDItMzFmOTVjM2FjNGMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 55m,2024
The Wailing,A group of young people inadvertently resurrect a seemingly invisible evil.,6.0, (2.9K,"https://m.media-amazon.com/images/M/MV5BMTg5ZjQ5OGMtZjBmMy00YzMwLWI1MjktYTFmN2Q3ZTQ4MjUyXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 47m,2024
Love in the Big City,"Misunderstood as more than friends, roommates Jae-hee and Heung-soo navigate the complexities of modern romance in Seoul's big city.",7.4, (2.3K,"https://m.media-amazon.com/images/M/MV5BYmE1MjM0MzktMzFhZC00NzVjLWExYTUtMTgxYTVhNDBjOTRhXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 58m,2024
Ghost Train,A YouTuber with the lowest number of views meets the station master of a mysterious subway station to find the source of a true horror story and encounters several strange stories.,5.2, (434,"https://m.media-amazon.com/images/M/MV5BMDNhYWM4MzQtM2UxNS00ZDdkLWIyYmMtZDNmNGZmODE2ZjdiXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 34m,2024
The Marching Band,"Acclaimed conductor Thibaut has leukemia and needs a bone marrow donor. Learning he was adopted, he finds an older brother, a musician and factory worker. Their reunion sparks a fraternal, musical journey amidst the town's factory closure.",7.4, (6.5K,"https://m.media-amazon.com/images/M/MV5BYTI1N2ZmNWMtOTFkMi00ZDA5LTk3NjktMWE5NGEzOTgzODc1XkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",1h 43m,2024
The Trail,"A young woman embarks on a remote hiking trail in the Alps to cope with a trauma. In the midst of the rustic landscape, she is now not only confronted with her own fears, but also has to face an alien threat.",4.4, (640,"https://m.media-amazon.com/images/M/MV5BOTdmYjUzZmQtMjU0OC00OTQ4LWJmOGUtNmZhYmZhZjM4NGY3XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 20m,2024
The Wasp,"Follows Heather and Carla, who meet after having not spoken in years. Heather is about to present a very unexpected proposition that could change their lives forever.",6.1, (6K,"https://m.media-amazon.com/images/M/MV5BNzE1YTljYTgtNzczZi00NTAyLThkYjUtYWExZDU4ZTY5YTdlXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 36m,2024
The Greatest Hits,"A love story centering on the connection between music and memory and how they transport us, sometimes literally.",6.2, (8.7K,"https://m.media-amazon.com/images/M/MV5BMzhlODdmMjEtZDIxMC00ZDE5LWJkNzgtMDMwMDYyY2Q5ZDZlXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 34m,2024
Cash Out,"Professional thief Mason attempts his biggest heist with his brother, robbing a bank. When it goes wrong, they're trapped inside surrounded by law enforcement. Tension rises as Mason negotiates with his ex-lover, the lead negotiator.",4.8, (3.7K,"https://m.media-amazon.com/images/M/MV5BZDQ5OGRiMWItOWI4ZC00NGViLWI2ZjctNTg3YzAwN2Y0NmM2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 32m,2024
The Playroom,"Fırat and Filiz come to a small hotel called Evcilik on the Aegean coast to add some color to their boring lives, and they disturb the owner of the hotel and his wife by imitating their accents and their love for each other.",6.0, (2K,"https://m.media-amazon.com/images/M/MV5BZWMyNTI4ZjctMmE4MC00MjE4LTkzOWYtZDgzNDg1YjBlMWNiXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 40m,2024
Classified,A career CIA hitman who's been solely using the classified section of various newspapers to receive his orders suddenly discovers that his division's actually been shut down for years.,3.7, (3.3K,"https://m.media-amazon.com/images/M/MV5BNmNmM2IwMjgtOWZlNS00Y2MxLWE1NzctOGQzYzI0M2JiNGM4XkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",1h 45m,2024
The Painter,"An ex-CIA operative is thrown back into a dangerous world when a mysterious woman from his past resurfaces. Now exposed and targeted by a relentless killer and a rogue black ops program, he must rely on skills he thought he left behind.",4.8, (2.8K,"https://m.media-amazon.com/images/M/MV5BYTJhYzk0MDktY2RlOS00YWJlLTg4NzUtMDBhODRlNTI1MjljXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 40m,2024
Love Me Dead,"Reclusive mortician Issac forms bond with waitress Cassi. After harrowing incident, they embark on a path of revenge, blurring lines between reality and fiction in this psychological thriller's tense narrative.",4.0, (165,"https://m.media-amazon.com/images/M/MV5BZTE1ZTk5NzQtY2Y5YS00NTM3LWJiNmYtY2NiN2JiOWYzMjkyXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 25m,2024
Superboys of Malegaon,"The journey of an aspiring filmmaker as he bands together his group of friends to make a film for his town, Malegaon.",7.7, (8.4K,"https://m.media-amazon.com/images/M/MV5BNTllODgyODEtMTk4Zi00YzRlLWEzNDUtMjAwYmZiMDk2MTkxXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 7m,2024
Good One,"During a weekend backpacking trip in the Catskills, 17-year-old Sam navigates the clash of egos between her father and his oldest friend.",6.7, (3.9K,"https://m.media-amazon.com/images/M/MV5BNjcxMjJlOGQtOThhMS00MWVhLTg5ZWYtZDA2NzIwMDk5Y2NjXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 29m,2024
Six Days,"A police officer who was unable to find the killer of a young girl 11 years earlier. When another child is kidnapped in the same way just days before the case is closed for good, he decides to reinvestigate the unresolved kidnapping.",5.7, (604,"https://m.media-amazon.com/images/M/MV5BNjhiZTM3MGUtOTRmYS00M2UxLTk0YjktYWNmM2RmODBhNjlkXkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",1h 35m,2024
Drawing Closer,"With only a year left to live, 17-year-old Akito finds new meaning in life by bringing joy to a terminally ill girl who has just six months remaining.",7.7, (3.6K,"https://m.media-amazon.com/images/M/MV5BZmJmZmY2YTgtYjJiMi00MmMxLTgwYjAtMDQxYjViZDRmZGI4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 58m,2024
My Fault,"A criminal defense attorney, unhappy in her marriage, finds herself seduced by her mysterious new client, an artist accused of murdering his girlfriend.",4.2, (7.5K,"https://m.media-amazon.com/images/M/MV5BMmY2OGU4MmItOTg0Zi00NWUyLWI3YjgtOGJlMzFiNWQ5Mjg4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h,2024
Soundtrack to a Coup d'Etat,Jazz and decolonization are entwined in this historical rollercoaster that rewrites the Cold War episode that led musicians Abbey Lincoln and Max Roach to crash the UN Security Council in protest against the murder of Patrice Lumumba.,7.8, (3.9K,"https://m.media-amazon.com/images/M/MV5BOWIzNmIxYTUtMTdiMi00Zjk2LWJlYjktMzA5ZTA3YTExY2VkXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 30m,2024
Lake George,"Two misfit oddballs embark on a road trip, strike a dubious deal too enticing to refuse, and find redemption amid shady circumstances.",6.5, (2.1K,"https://m.media-amazon.com/images/M/MV5BNjljNWU0ZTAtZWRmNC00ZTE0LWEwYTktNWUwNDg4YTJjNjY3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 58m,2024
